Content ID,Reaction_type,Reaction_Year,Reaction_Month,Type,Category,Sentiment,Score
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,Disgust,2021,3,Gif,Healthy eating,negative,0.0
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,Interested,2021,2,Gif,Healthy eating,positive,30.0
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,Intrigued,2020,7,Gif,Healthy eating,positive,45.0
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,Dislike,2020,7,Gif,Healthy eating,negative,10.0
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,,2020,9,Photo,Animals,,
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,Peeking,2021,1,Photo,Animals,neutral,35.0
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,Intrigued,2021,5,Photo,Animals,positive,45.0
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,Adore,2021,5,Photo,Animals,positive,72.0
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,Disgust,2021,2,Photo,Animals,negative,0.0
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,Dislike,2020,12,Photo,Animals,negative,10.0
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,Hate,2020,7,Photo,Animals,negative,5.0
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,Indifferent,2020,11,Photo,Animals,neutral,20.0
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,Love,2021,1,Photo,Animals,positive,65.0
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,Interested,2021,3,Photo,Animals,positive,30.0
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,Adore,2021,1,Photo,Animals,positive,72.0
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,Hate,2021,5,Photo,Animals,negative,5.0
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,Adore,2021,2,Photo,Animals,positive,72.0
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,Scared,2021,3,Photo,Animals,negative,15.0
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,Disgust,2020,9,Photo,Animals,negative,0.0
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,Heart,2021,4,Photo,Animals,positive,60.0
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,Love,2021,2,Photo,Animals,positive,65.0
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,Cherish,2021,4,Photo,Animals,positive,70.0
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,Disgust,2021,2,Photo,Animals,negative,0.0
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,Cherish,2021,4,Photo,Animals,positive,70.0
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,Scared,2021,3,Photo,Animals,negative,15.0
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,Heart,2021,6,Photo,Animals,positive,60.0
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,Cherish,2021,4,Photo,Animals,positive,70.0
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,Cherish,2021,1,Photo,Animals,positive,70.0
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,Super love,2020,8,Photo,Animals,positive,75.0
80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,Like,2021,3,Photo,Animals,positive,50.0
072fb6c2-1505-408a-a35d-f0c4ffaf2696,,2020,9,Photo,Fitness,,
072fb6c2-1505-408a-a35d-f0c4ffaf2696,Love,2020,8,Photo,Fitness,positive,65.0
072fb6c2-1505-408a-a35d-f0c4ffaf2696,Want,2021,1,Photo,Fitness,positive,70.0
072fb6c2-1505-408a-a35d-f0c4ffaf2696,Hate,2020,10,Photo,Fitness,negative,5.0
072fb6c2-1505-408a-a35d-f0c4ffaf2696,Love,2021,4,Photo,Fitness,positive,65.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,,2021,3,Gif,Technology,,
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Adore,2021,5,Gif,Technology,positive,72.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Heart,2020,12,Gif,Technology,positive,60.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Cherish,2020,11,Gif,Technology,positive,70.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Love,2020,8,Gif,Technology,positive,65.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Like,2020,7,Gif,Technology,positive,50.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Cherish,2020,12,Gif,Technology,positive,70.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Dislike,2020,6,Gif,Technology,negative,10.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Want,2020,10,Gif,Technology,positive,70.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Love,2020,12,Gif,Technology,positive,65.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Worried,2020,7,Gif,Technology,negative,12.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Adore,2020,7,Gif,Technology,positive,72.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Disgust,2020,9,Gif,Technology,negative,0.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Love,2020,8,Gif,Technology,positive,65.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Want,2020,9,Gif,Technology,positive,70.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Love,2020,7,Gif,Technology,positive,65.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Like,2020,6,Gif,Technology,positive,50.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Worried,2020,10,Gif,Technology,negative,12.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Peeking,2021,4,Gif,Technology,neutral,35.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Disgust,2021,5,Gif,Technology,negative,0.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Heart,2021,4,Gif,Technology,positive,60.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Interested,2021,6,Gif,Technology,positive,30.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Cherish,2021,5,Gif,Technology,positive,70.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Super love,2020,8,Gif,Technology,positive,75.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Indifferent,2021,3,Gif,Technology,neutral,20.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Indifferent,2020,10,Gif,Technology,neutral,20.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Adore,2021,6,Gif,Technology,positive,72.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Interested,2021,3,Gif,Technology,positive,30.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Super love,2020,12,Gif,Technology,positive,75.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Cherish,2020,10,Gif,Technology,positive,70.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Super love,2020,7,Gif,Technology,positive,75.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Disgust,2020,12,Gif,Technology,negative,0.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Interested,2020,11,Gif,Technology,positive,30.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Super love,2021,4,Gif,Technology,positive,75.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Dislike,2021,5,Gif,Technology,negative,10.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Want,2021,4,Gif,Technology,positive,70.0
baadf2d9-ab5b-458d-a3cf-37c39a69be50,Adore,2021,1,Gif,Technology,positive,72.0
c2373565-f5f1-415f-9786-49ff558c7739,,2020,10,Gif,Soccer,,
c2373565-f5f1-415f-9786-49ff558c7739,Indifferent,2021,5,Gif,Soccer,neutral,20.0
c2373565-f5f1-415f-9786-49ff558c7739,Dislike,2021,2,Gif,Soccer,negative,10.0
c2373565-f5f1-415f-9786-49ff558c7739,Dislike,2021,1,Gif,Soccer,negative,10.0
c2373565-f5f1-415f-9786-49ff558c7739,Scared,2020,10,Gif,Soccer,negative,15.0
c2373565-f5f1-415f-9786-49ff558c7739,Intrigued,2020,12,Gif,Soccer,positive,45.0
c2373565-f5f1-415f-9786-49ff558c7739,Heart,2021,5,Gif,Soccer,positive,60.0
c2373565-f5f1-415f-9786-49ff558c7739,Like,2020,6,Gif,Soccer,positive,50.0
c2373565-f5f1-415f-9786-49ff558c7739,Super love,2020,9,Gif,Soccer,positive,75.0
c2373565-f5f1-415f-9786-49ff558c7739,Hate,2020,8,Gif,Soccer,negative,5.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,,2020,7,Photo,Science,,
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Peeking,2021,3,Photo,Science,neutral,35.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Intrigued,2021,4,Photo,Science,positive,45.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Dislike,2020,9,Photo,Science,negative,10.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Love,2020,9,Photo,Science,positive,65.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Heart,2021,1,Photo,Science,positive,60.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Scared,2021,5,Photo,Science,negative,15.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Scared,2020,12,Photo,Science,negative,15.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Heart,2020,7,Photo,Science,positive,60.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Scared,2021,4,Photo,Science,negative,15.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Want,2020,8,Photo,Science,positive,70.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Want,2020,11,Photo,Science,positive,70.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Indifferent,2021,2,Photo,Science,neutral,20.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Intrigued,2021,4,Photo,Science,positive,45.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Heart,2020,12,Photo,Science,positive,60.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Dislike,2020,9,Photo,Science,negative,10.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Cherish,2021,3,Photo,Science,positive,70.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Interested,2021,4,Photo,Science,positive,30.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Want,2020,11,Photo,Science,positive,70.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Love,2021,5,Photo,Science,positive,65.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Peeking,2020,12,Photo,Science,neutral,35.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Worried,2021,3,Photo,Science,negative,12.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Dislike,2021,4,Photo,Science,negative,10.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Adore,2021,4,Photo,Science,positive,72.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Dislike,2021,6,Photo,Science,negative,10.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Intrigued,2020,10,Photo,Science,positive,45.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Cherish,2021,3,Photo,Science,positive,70.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Want,2021,4,Photo,Science,positive,70.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Disgust,2020,6,Photo,Science,negative,0.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Want,2020,12,Photo,Science,positive,70.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Worried,2021,5,Photo,Science,negative,12.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Indifferent,2021,3,Photo,Science,neutral,20.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Worried,2020,11,Photo,Science,negative,12.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Hate,2020,10,Photo,Science,negative,5.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Interested,2020,10,Photo,Science,positive,30.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Indifferent,2020,7,Photo,Science,neutral,20.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Peeking,2020,11,Photo,Science,neutral,35.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Indifferent,2021,5,Photo,Science,neutral,20.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Love,2021,5,Photo,Science,positive,65.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Super love,2021,4,Photo,Science,positive,75.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Worried,2021,2,Photo,Science,negative,12.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Hate,2020,11,Photo,Science,negative,5.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Indifferent,2020,12,Photo,Science,neutral,20.0
cc253c91-6df6-4de5-ab4e-6d1127620fd6,Interested,2021,5,Photo,Science,positive,30.0
b0fbee80-d1fe-4be5-9a32-47f61e395669,,2020,7,Photo,Dogs,,
b0fbee80-d1fe-4be5-9a32-47f61e395669,Heart,2020,11,Photo,Dogs,positive,60.0
b0fbee80-d1fe-4be5-9a32-47f61e395669,Want,2020,9,Photo,Dogs,positive,70.0
b0fbee80-d1fe-4be5-9a32-47f61e395669,Peeking,2021,4,Photo,Dogs,neutral,35.0
b0fbee80-d1fe-4be5-9a32-47f61e395669,Worried,2021,4,Photo,Dogs,negative,12.0
b0fbee80-d1fe-4be5-9a32-47f61e395669,Worried,2020,10,Photo,Dogs,negative,12.0
b0fbee80-d1fe-4be5-9a32-47f61e395669,Cherish,2020,9,Photo,Dogs,positive,70.0
b0fbee80-d1fe-4be5-9a32-47f61e395669,Adore,2020,7,Photo,Dogs,positive,72.0
b0fbee80-d1fe-4be5-9a32-47f61e395669,Adore,2021,5,Photo,Dogs,positive,72.0
b0fbee80-d1fe-4be5-9a32-47f61e395669,Intrigued,2021,4,Photo,Dogs,positive,45.0
b0fbee80-d1fe-4be5-9a32-47f61e395669,Dislike,2021,3,Photo,Dogs,negative,10.0
b0fbee80-d1fe-4be5-9a32-47f61e395669,Heart,2020,8,Photo,Dogs,positive,60.0
b0fbee80-d1fe-4be5-9a32-47f61e395669,Like,2020,7,Photo,Dogs,positive,50.0
b0fbee80-d1fe-4be5-9a32-47f61e395669,Adore,2021,6,Photo,Dogs,positive,72.0
b0fbee80-d1fe-4be5-9a32-47f61e395669,Worried,2020,7,Photo,Dogs,negative,12.0
327dd631-2d6b-4acb-b0a7-804cda5009b2,,2020,7,Photo,Cooking,,
327dd631-2d6b-4acb-b0a7-804cda5009b2,Cherish,2020,10,Photo,Cooking,positive,70.0
327dd631-2d6b-4acb-b0a7-804cda5009b2,Peeking,2020,9,Photo,Cooking,neutral,35.0
327dd631-2d6b-4acb-b0a7-804cda5009b2,Adore,2020,11,Photo,Cooking,positive,72.0
327dd631-2d6b-4acb-b0a7-804cda5009b2,Cherish,2021,4,Photo,Cooking,positive,70.0
327dd631-2d6b-4acb-b0a7-804cda5009b2,Hate,2020,12,Photo,Cooking,negative,5.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,,2021,1,Photo,Animals,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,Cherish,2020,6,Photo,Animals,positive,70.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Intrigued,2021,1,Photo,Animals,positive,45.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Love,2020,10,Photo,Animals,positive,65.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Cherish,2020,12,Photo,Animals,positive,70.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Interested,2020,11,Photo,Animals,positive,30.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Want,2020,9,Photo,Animals,positive,70.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Cherish,2020,11,Photo,Animals,positive,70.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Scared,2020,12,Photo,Animals,negative,15.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Indifferent,2020,9,Photo,Animals,neutral,20.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Hate,2020,12,Photo,Animals,negative,5.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Disgust,2021,2,Photo,Animals,negative,0.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Scared,2021,1,Photo,Animals,negative,15.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Interested,2021,5,Photo,Animals,positive,30.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Disgust,2021,3,Photo,Animals,negative,0.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Indifferent,2021,3,Photo,Animals,neutral,20.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Intrigued,2021,1,Photo,Animals,positive,45.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Dislike,2021,5,Photo,Animals,negative,10.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Hate,2021,4,Photo,Animals,negative,5.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Super love,2021,4,Photo,Animals,positive,75.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Super love,2021,2,Photo,Animals,positive,75.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Like,2020,9,Photo,Animals,positive,50.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Cherish,2021,1,Photo,Animals,positive,70.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Super love,2020,12,Photo,Animals,positive,75.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Scared,2021,6,Photo,Animals,negative,15.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Want,2021,2,Photo,Animals,positive,70.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Super love,2021,5,Photo,Animals,positive,75.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Intrigued,2020,12,Photo,Animals,positive,45.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Like,2021,5,Photo,Animals,positive,50.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Scared,2020,11,Photo,Animals,negative,15.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Want,2020,11,Photo,Animals,positive,70.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Like,2020,12,Photo,Animals,positive,50.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Peeking,2020,10,Photo,Animals,neutral,35.0
0c6e8e2a-7692-4490-b545-f76b0d06697a,Indifferent,2020,6,Photo,Animals,neutral,20.0
9476189c-8342-489e-985c-81de9320f527,,2020,9,Audio,Soccer,,
9476189c-8342-489e-985c-81de9320f527,Indifferent,2020,9,Audio,Soccer,neutral,20.0
9476189c-8342-489e-985c-81de9320f527,Hate,2020,9,Audio,Soccer,negative,5.0
9476189c-8342-489e-985c-81de9320f527,Adore,2020,12,Audio,Soccer,positive,72.0
9476189c-8342-489e-985c-81de9320f527,Dislike,2021,1,Audio,Soccer,negative,10.0
9476189c-8342-489e-985c-81de9320f527,Worried,2021,2,Audio,Soccer,negative,12.0
9476189c-8342-489e-985c-81de9320f527,Dislike,2021,2,Audio,Soccer,negative,10.0
9476189c-8342-489e-985c-81de9320f527,Love,2021,5,Audio,Soccer,positive,65.0
9476189c-8342-489e-985c-81de9320f527,Hate,2020,10,Audio,Soccer,negative,5.0
d539c60f-9967-44b0-a11e-26d5dfa43884,,2021,3,Gif,Fitness,,
d539c60f-9967-44b0-a11e-26d5dfa43884,Intrigued,2020,11,Gif,Fitness,positive,45.0
d539c60f-9967-44b0-a11e-26d5dfa43884,Scared,2020,8,Gif,Fitness,negative,15.0
d539c60f-9967-44b0-a11e-26d5dfa43884,Want,2020,12,Gif,Fitness,positive,70.0
d539c60f-9967-44b0-a11e-26d5dfa43884,Want,2020,8,Gif,Fitness,positive,70.0
d539c60f-9967-44b0-a11e-26d5dfa43884,Super love,2021,4,Gif,Fitness,positive,75.0
d539c60f-9967-44b0-a11e-26d5dfa43884,Scared,2020,9,Gif,Fitness,negative,15.0
d539c60f-9967-44b0-a11e-26d5dfa43884,Like,2021,4,Gif,Fitness,positive,50.0
d539c60f-9967-44b0-a11e-26d5dfa43884,Worried,2020,11,Gif,Fitness,negative,12.0
d539c60f-9967-44b0-a11e-26d5dfa43884,Super love,2021,1,Gif,Fitness,positive,75.0
d539c60f-9967-44b0-a11e-26d5dfa43884,Indifferent,2020,8,Gif,Fitness,neutral,20.0
d539c60f-9967-44b0-a11e-26d5dfa43884,Heart,2020,8,Gif,Fitness,positive,60.0
d539c60f-9967-44b0-a11e-26d5dfa43884,Indifferent,2020,7,Gif,Fitness,neutral,20.0
d539c60f-9967-44b0-a11e-26d5dfa43884,Heart,2020,8,Gif,Fitness,positive,60.0
d539c60f-9967-44b0-a11e-26d5dfa43884,Want,2020,11,Gif,Fitness,positive,70.0
d539c60f-9967-44b0-a11e-26d5dfa43884,Like,2020,11,Gif,Fitness,positive,50.0
d539c60f-9967-44b0-a11e-26d5dfa43884,Worried,2020,10,Gif,Fitness,negative,12.0
d539c60f-9967-44b0-a11e-26d5dfa43884,Super love,2020,12,Gif,Fitness,positive,75.0
d539c60f-9967-44b0-a11e-26d5dfa43884,Super love,2021,3,Gif,Fitness,positive,75.0
d539c60f-9967-44b0-a11e-26d5dfa43884,Dislike,2020,9,Gif,Fitness,negative,10.0
d539c60f-9967-44b0-a11e-26d5dfa43884,Intrigued,2020,6,Gif,Fitness,positive,45.0
d539c60f-9967-44b0-a11e-26d5dfa43884,Heart,2020,11,Gif,Fitness,positive,60.0
d539c60f-9967-44b0-a11e-26d5dfa43884,Worried,2021,3,Gif,Fitness,negative,12.0
d539c60f-9967-44b0-a11e-26d5dfa43884,Peeking,2021,4,Gif,Fitness,neutral,35.0
d539c60f-9967-44b0-a11e-26d5dfa43884,Disgust,2020,11,Gif,Fitness,negative,0.0
d539c60f-9967-44b0-a11e-26d5dfa43884,Heart,2021,2,Gif,Fitness,positive,60.0
d539c60f-9967-44b0-a11e-26d5dfa43884,Interested,2021,6,Gif,Fitness,positive,30.0
d539c60f-9967-44b0-a11e-26d5dfa43884,Love,2020,7,Gif,Fitness,positive,65.0
d539c60f-9967-44b0-a11e-26d5dfa43884,Adore,2021,5,Gif,Fitness,positive,72.0
410c757b-918f-4c71-892b-2e6e7697bd86,,2020,8,Video,Travel,,
410c757b-918f-4c71-892b-2e6e7697bd86,Indifferent,2020,12,Video,Travel,neutral,20.0
410c757b-918f-4c71-892b-2e6e7697bd86,Intrigued,2021,4,Video,Travel,positive,45.0
410c757b-918f-4c71-892b-2e6e7697bd86,Adore,2020,10,Video,Travel,positive,72.0
410c757b-918f-4c71-892b-2e6e7697bd86,Dislike,2021,4,Video,Travel,negative,10.0
410c757b-918f-4c71-892b-2e6e7697bd86,Adore,2021,1,Video,Travel,positive,72.0
410c757b-918f-4c71-892b-2e6e7697bd86,Disgust,2021,1,Video,Travel,negative,0.0
410c757b-918f-4c71-892b-2e6e7697bd86,Like,2020,11,Video,Travel,positive,50.0
410c757b-918f-4c71-892b-2e6e7697bd86,Dislike,2020,6,Video,Travel,negative,10.0
410c757b-918f-4c71-892b-2e6e7697bd86,Scared,2021,1,Video,Travel,negative,15.0
410c757b-918f-4c71-892b-2e6e7697bd86,Want,2021,2,Video,Travel,positive,70.0
410c757b-918f-4c71-892b-2e6e7697bd86,Dislike,2020,8,Video,Travel,negative,10.0
410c757b-918f-4c71-892b-2e6e7697bd86,Heart,2021,3,Video,Travel,positive,60.0
410c757b-918f-4c71-892b-2e6e7697bd86,Adore,2021,3,Video,Travel,positive,72.0
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,,2021,1,Photo,Dogs,,
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,Scared,2020,9,Photo,Dogs,negative,15.0
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,Peeking,2021,6,Photo,Dogs,neutral,35.0
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,Peeking,2020,10,Photo,Dogs,neutral,35.0
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,Love,2020,8,Photo,Dogs,positive,65.0
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,Peeking,2021,3,Photo,Dogs,neutral,35.0
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,Heart,2020,11,Photo,Dogs,positive,60.0
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,Intrigued,2020,10,Photo,Dogs,positive,45.0
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,Love,2020,7,Photo,Dogs,positive,65.0
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,Peeking,2020,11,Photo,Dogs,neutral,35.0
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,Indifferent,2020,11,Photo,Dogs,neutral,20.0
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,Like,2020,10,Photo,Dogs,positive,50.0
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,Super love,2021,3,Photo,Dogs,positive,75.0
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,Scared,2021,2,Photo,Dogs,negative,15.0
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,Like,2021,4,Photo,Dogs,positive,50.0
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,Want,2021,6,Photo,Dogs,positive,70.0
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,Cherish,2020,11,Photo,Dogs,positive,70.0
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,Cherish,2020,11,Photo,Dogs,positive,70.0
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,Peeking,2021,5,Photo,Dogs,neutral,35.0
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,Adore,2021,4,Photo,Dogs,positive,72.0
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,Indifferent,2020,6,Photo,Dogs,neutral,20.0
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,Hate,2020,8,Photo,Dogs,negative,5.0
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,Disgust,2021,2,Photo,Dogs,negative,0.0
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,Disgust,2021,6,Photo,Dogs,negative,0.0
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,Adore,2021,1,Photo,Dogs,positive,72.0
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,Disgust,2021,2,Photo,Dogs,negative,0.0
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,Dislike,2021,5,Photo,Dogs,negative,10.0
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,Heart,2020,12,Photo,Dogs,positive,60.0
a52f38d8-1c2e-4adc-b451-01c49f650195,,2020,11,Gif,Healthy eating,,
a52f38d8-1c2e-4adc-b451-01c49f650195,Intrigued,2020,11,Gif,Healthy eating,positive,45.0
a52f38d8-1c2e-4adc-b451-01c49f650195,Peeking,2020,9,Gif,Healthy eating,neutral,35.0
140a5163-66d8-4a11-8d4e-a670483bb852,,2021,4,Photo,Science,,
140a5163-66d8-4a11-8d4e-a670483bb852,Love,2021,3,Photo,Science,positive,65.0
140a5163-66d8-4a11-8d4e-a670483bb852,Like,2021,4,Photo,Science,positive,50.0
140a5163-66d8-4a11-8d4e-a670483bb852,Worried,2021,5,Photo,Science,negative,12.0
140a5163-66d8-4a11-8d4e-a670483bb852,Like,2020,11,Photo,Science,positive,50.0
140a5163-66d8-4a11-8d4e-a670483bb852,Dislike,2021,1,Photo,Science,negative,10.0
140a5163-66d8-4a11-8d4e-a670483bb852,Love,2020,8,Photo,Science,positive,65.0
